Company Name,HeadQuarter,Sector,Amount($),Stage,Year Funded
Forbidden Foods,Delhi,Consumer Services,1000000.0,Seed Stage ,2020
Universal Sportsbiz,Bangalore,Consumer Services,530000.0,Series Stage ,2020
Gobbly,Gurugram,Technology,500000.0,Seed Stage ,2020
Aerostrovilos,Chennai,Transport,3000000.0,Series Stage ,2020
Mitron,Bangalore,Entertainment,267000.0,Seed Stage ,2020
Bulk MRO,Mumbai,Business Services,3344000.0,Series Stage ,2020
Inspektlabs,Delhi,Technology,600000.0,Pre Series Stage ,2020
Big Bang Boom Solutions,Chennai,Business Services,1000000.0,Series Stage ,2020
Flinto,Chennai,Education,7200000.0,Pre Series Stage ,2020
Zetwerk,Bangalore,E-Commerce,21000000.0,Series Stage ,2020
ChitMonks,Hyderabad,Finance,650000.0,Pre Series Stage ,2020
Walrus,Bangalore,Finance,3000000.0,Others Stage ,2020
Arth Designbuild,Hyderebad,Business Services,1100000.0,Series Stage ,2020
goDutch,Mumbai,Finance,1700000.0,Seed Stage ,2020
Rusk Media,Delhi,Technology,3000000.0,Seed Stage ,2020
Bold Care,Mumbai,Healthcare,3000000.0,Others Stage ,2020
Samosa Party,Bangalore,Consumer Services,3000000.0,Series Stage ,2020
High Street Essentials,New Delhi,Business Services,2743000.0,Others Stage ,2020
Byju's,Bangalore,Education,3000000.0,Series Stage ,2020
Slice,Bangalore,Finance,6082000.0,Pre Series Stage ,2020
Bombay Play,Bangalore,Entertainment,1500000.0,Pre Series Stage ,2020
Fullife,Mumbai,Healthcare,6609000.0,Series Stage ,2020
Oziva,Bangalore,Technology,5000000.0,Series Stage ,2020
Aye Finance,Gurugram,Finance,27700000.0,Series Stage ,2020
Aether Biomedical,Delhi,Education,3000000.0,Seed Stage ,2020
91springboard,Delhi,Business Services,5940000.0,Series Stage ,2020
Yulu,Bangalore,Technology,3964000.0,Series Stage ,2020
Milkbasket,Gurugram,Transport,5500000.0,Series Stage ,2020
MergerDomo,Noida,E-Commerce,197000.0,Series Stage ,2020
GoMechanic,Delhi,Business Services,3000000.0,Series Stage ,2020
Milk Mantra,Odisha,Consumer Services,10000000.0,Series Stage ,2020
Myglamm,Mumbai,Consumer Services,4327000.0,Series Stage ,2020
Drishti Technologies,Bangalore,Technology,25000000.0,Series Stage ,2020
Instasolv,Noida,Education,2000000.0,Pre Series Stage ,2020
GoldenPi,Bangalore,Finance,459000.0,Series Stage ,2020
Peppermint,Bangalore,Technology,3000000.0,Seed Stage ,2020
Sarva,Mumbai,Entertainment,3000000.0,Series Stage ,2020
Jai Kisan,Mumbai,Finance,3937000.0,Pre Series Stage ,2020
Agro2o,New Delhi,Technology,3000000.0,Series Stage ,2020
LetsTransport,Bangalore,Technology,1313500.0,Series Stage ,2020
GabbarDeals,Pune,Business Services,3000000.0,Series Stage ,2020
Crimson Healthcare,Delhi,Healthcare,229800.0,Series Stage ,2020
Biomoneta,Bangalore,Business Services,3000000.0,Seed Stage ,2020
Edvizo,Bangalore,Education,150000.0,Seed Stage ,2020
Servify,Mumbai,Technology,11370000.0,Series Stage ,2020
Drum Food,Mumbai,Consumer Services,5305000.0,Series Stage ,2020
Innoviti,Bangalore,Technology,3000000.0,Series Stage ,2020
Jiffy ai,Bangalore,Technology,18000000.0,Series Stage ,2020
Postman,Bangalore,Business Services,150000000.0,Series Stage ,2020
F5,Bangalore,Technology,3000000.0,Series Stage ,2020
Waycool,Chennai,Technology,5500000.0,Series Stage ,2020
Myelin Foundry,Bangalore,Technology,3000000.0,Series Stage ,2020
Ameliorate Biotech,Bangalore,Technology,264000.0,Later Stage ,2020
Hapramp,Gurugram,Finance,1000000.0,Series Stage ,2020
MyKaam,Bangalore,Human Resources,3000000.0,Series Stage ,2020
HealthPlix,Bangalore,Healthcare,6000000.0,Series Stage ,2020
YoloBus,Gurugram,Transport,3300000.0,Series Stage ,2020
iNurture Education,Bangalore,Education,4000000.0,Series Stage ,2020
Pocket52,Bangalore,Entertainment,1750000.0,Series Stage ,2020
QuaQua,Hyderabad,Consumer Services,1000000.0,Series Stage ,2020
Crofarm,Delhi,Technology,1000000.0,Series Stage ,2020
Timios,Bangalore,Consumer Services,3000000.0,Pre Series Stage ,2020
Wooden Street,Jaipur,Business Services,3000000.0,Series Stage ,2020
BankBazaar,Chennai,Finance,5967000.0,Others Stage ,2020
Rentmojo,Bangalore,Consumer Services,2980000.0,Series Stage ,2020
Credgencies,Bangalore,Technology,3000000.0,Seed Stage ,2020
Knorish,Delhi,Technology,323000.0,Pre Series Stage ,2020
LetsTransport,Bangalore,Technology,1326000.0,Series Stage ,2020
Vahak,Bangalore,Transport,3000000.0,Seed Stage ,2020
Nutrova,Mumbai,Technology,3000000.0,Pre Series Stage ,2020
Cube Wealth,Mumbai,Technology,500000.0,Series Stage ,2020
IVF Access,Bangalore,Healthcare,5000000.0,Series Stage ,2020
Hoi Foods,Delhi,Consumer Services,2000000.0,Pre Series Stage ,2020
Ola Financial Services,Bangalore,Finance,27000000.0,Series Stage ,2020
Awifs,Delhi,Business Services,5200000.0,Series Stage ,2020
Dunzo,Bangalore,Transport,55000000.0,Series Stage ,2020
Swiflearn,Gurugram,Education,3000000.0,Seed Stage ,2020
Remedo,Delhi,Healthcare,3000000.0,Pre Series Stage ,2020
Blowhorn,Bangalore,Transport,3000000.0,Series Stage ,2020
Toch,Mumbai,Technology,1000000.0,Pre Series Stage ,2020
Gram Cover,Noida,Business Services,3000000.0,Pre Series Stage ,2020
Coin DCX,Mumbai,Finance,2500000.0,Series Stage ,2020
HomeCapital,Mumbai,Finance,3000000.0,Series Stage ,2020
Euler Motors,Delhi,Transport,2530000.0,Series Stage ,2020
Riskcovry,Mumbai,Business Services,3000000.0,Pre Series Stage ,2020
NWNT (No Worry No Tension Healthcare),Delhi,Healthcare,3000000.0,Pre Series Stage ,2020
Voicezen,Gurugram,Technology,3000000.0,Series Stage ,2020
Leap Club,Gurugram,Finance,340000.0,Others Stage ,2020
Credit Mantri,Chennai,Finance,792000.0,Series Stage ,2020
Xtracap,Gurugram,Finance,1000000.0,Series Stage ,2020
Vakilsearch,Chennai,Business Services,3000000.0,Series Stage ,2020
Khatabook,Bangalore,Finance,60000000.0,Series Stage ,2020
LendingKart,Ahmedabad,Finance,11363000.0,Series Stage ,2020
Illumnus,Bangalore,Education,100000.0,Seed Stage ,2020
LetsTransport,Bangalore,Technology,1715000.0,Series Stage ,2020
Eggoz,Bihar,Technology,329000.0,Seed Stage ,2020
Winuall,Bangalore,Education,3000000.0,Series Stage ,2020
Indian School Finance Company,Hyderabad,Finance,5271000.0,Seed Stage ,2020
Juicy Chemistry,Bangalore,Finance,650000.0,Series Stage ,2020
DeepTek,Pune,Healthcare,3000000.0,Series Stage ,2020
Stepathlon Lifestyle,Mumbai,Technology,3000000.0,Series Stage ,2020
Sindhuja Microcredit,Noida,Finance,8700000.0,Series Stage ,2020
Rentmojo,Bangalore,Consumer Services,3226000.0,Series Stage ,2020
Tesco Charge Zone,Gujarat,Business Services,3000000.0,Series Stage ,2020
Intello Labs,Gurugram,Technology,5900000.0,Series Stage ,2020
SirionLabs,Gurugram,Technology,44000000.0,Series Stage ,2020
Magicpin,Gurugram,Finance,3879000.0,Series Stage ,2020
GroCurv,Gurugram,Business Services,3000000.0,Seed Stage ,2020
Refrens,Bangalore,Technology,1000000.0,Seed Stage ,2020
Shiprocket,Bangalore,Technology,13000000.0,Series Stage ,2020
Spyne,Gurugram,Technology,3000000.0,Pre Series Stage ,2020
Nykaa,Mumbai,Business Services,8800000.0,Series Stage ,2020
Docsapp,Bangalore,Healthcare,9500000.0,Series Stage ,2020
Phable,Bangalore,Healthcare,1000000.0,Pre Series Stage ,2020
Generic Aadhaar,Bangalore,Business Services,3000000.0,Series Stage ,2020
Nium,Bangalore,Finance,3000000.0,Series Stage ,2020
Mintoak,Mumbai,Finance,2000000.0,Pre Series Stage ,2020
VestSpace,Pune,Technology,10000000.0,Series Stage ,2020
Blackbuck,Bangalore,Transport,3000000.0,Series Stage ,2020
Vernacular ai,Bangalore,Technology,5100000.0,Series Stage ,2020
Clover,Bangalore,Technology,920000.0,Series Stage ,2020
Varthana,Bangalore,Finance,15000000.0,Series Stage ,2020
Codeninja,Bangalore,Technology,3000000.0,Seed Stage ,2020
MetaMerphoSys,Pune,Finance,3000000.0,Pre Series Stage ,2020
Rooter,Delhi,Entertainment,1700000.0,Pre Series Stage ,2020
Aker Foods,Pune,Transport,3000000.0,Series Stage ,2020
Sascan Meditech pvt ltd,Kerala,Healthcare,3000000.0,Series Stage ,2020
DailyHunt,Bangalore,Entertainment,35600000.0,Series Stage ,2020
Pratilipi,Bangalore,Entertainment,9400000.0,Series Stage ,2020
Biryani By Kilo,Delhi,Consumer Services,790000.0,Series Stage ,2020
Consure Medical,Delhi,Healthcare,480000.0,Series Stage ,2020
Servify,Mumbai,Finance,250000.0,Series Stage ,2020
Tessol,Mumbai,Transport,160000.0,Series Stage ,2020
Remedo,Noida,Healthcare,3000000.0,Pre Series Stage ,2020
News Reach,Ahmedabad,Entertainment,3000000.0,Series Stage ,2020
RoomSoom,Noida,Business Services,3000000.0,Series Stage ,2020
Pedagogy,Bangalore,Education,400000.0,Series Stage ,2020
Classplus,Delhi,Education,8200000.0,Series Stage ,2020
Medlife,Bangalore,Business Services,15500000.0,Series Stage ,2020
Qin1,Noida,Education,3000000.0,Series Stage ,2020
MYSUN,Delhi,Business Services,4257000.0,Pre Series Stage ,2020
ShopX,Bangalore,Business Services,1410000.0,Series Stage ,2020
Sarva,Bangalore,Entertainment,3000000.0,Series Stage ,2020
Expertrons,Mumbai,Technology,3000000.0,Seed Stage ,2020
NewsBytes,Gurugram,Technology,1500000.0,Series Stage ,2020
Wagonfly,Bangalore,Finance,500000.0,Series Stage ,2020
NIRA,Bangalore,Finance,2100000.0,Pre Series Stage ,2020
Convosight,Hyderabad,Business Services,4000000.0,Pre Series Stage ,2020
Fittr,Pune,Technology,2000000.0,Series Stage ,2020
AsknBid,Bangalore,Business Services,3000000.0,Series Stage ,2020
Bira91,Bangalore,Consumer Services,20000000.0,Series Stage ,2020
Finaureus Technologies,Pune,Finance,3000000.0,Pre Series Stage ,2020
Daily Ninja,Haryana,Business Services,349800.0,Series Stage ,2020
Guvi Geek Network Pvt Ltd,Chennai,Education,786000.0,Pre Series Stage ,2020
LoadShare,Bangalore,Transport,2004000.0,Series Stage ,2020
Vedantu,Bangalore,Education,6800000.0,Series Stage ,2020
Indusface,Bangalore,Technology,5000000.0,Series Stage ,2020
DMI Group,Delhi,Finance,123000000.0,Series Stage ,2020
Spintly,Goa,Technology,248000.0,Pre Series Stage ,2020
Credr,Mumbai,Technology,3000000.0,Series Stage ,2020
Bijak,Gurugram,Technology,12000000.0,Series Stage ,2020
Bugworks,Bangalore,Healthcare,7500000.0,Series Stage ,2020
DrinkPrime,Bangalore,Finance,3000000.0,Seed Stage ,2020
Yap,Chennai,Finance,4500000.0,Series Stage ,2020
UzhavarBumi,Tamil Nadu,Technology,3000000.0,Series Stage ,2020
Tattva,Delhi,Entertainment,150000.0,Series Stage ,2020
Pariksha,Pune,Education,3000000.0,Pre Series Stage ,2020
DailyHunt,Bangalore,Entertainment,24000000.0,Series Stage ,2020
NoBroker,Bangalore,Business Services,30000000.0,Series Stage ,2020
Box8,Mumbai,Consumer Services,4000000.0,Series Stage ,2020
Capital Float,Bangalore,Finance,15000000.0,Series Stage ,2020
ITILITE,Bangalore,Technology,13000000.0,Series Stage ,2020
Morning Context,Bangalore,Technology,3000000.0,Seed Stage ,2020
Aavenir,Ahmedabad,Technology,2000000.0,Seed Stage ,2020
Savvy Co op,Bangalore,Healthcare,3000000.0,Series Stage ,2020
BLive,Bangalore,Consumer Services,3000000.0,Pre Series Stage ,2020
Yellow Messenger,Bangalore,Technology,20000000.0,Series Stage ,2020
Toch,Bangalore,Entertainment,400000.0,Series Stage ,2020
Ewar,Bangalore,Entertainment,200000.0,Series Stage ,2020
Setu,Bangalore,Finance,14259000.0,Series Stage ,2020
Wellthy Therapeutics,Bangalore,Healthcare,4000000.0,Pre Series Stage ,2020
Power Gummies,Delhi,Healthcare,3000000.0,Series Stage ,2020
Locale ai,Bangalore,Business Services,3000000.0,Series Stage ,2020
FarEye,Delhi,Transport,24500000.0,Series Stage ,2020
Rebel Foods,Bangalore,Consumer Services,50000000.0,Series Stage ,2020
BankBazaar,Chennai,Finance,3800000.0,Series Stage ,2020
Porter,Mumbai,Transport,18370000.0,Series Stage ,2020
SugarBox,Mumbai,Business Services,68525000.0,Series Stage ,2020
Capital Float,Bangalore,Finance,4800000.0,Series Stage ,2020
Big Basket,Bangalore,Business Services,60000000.0,Series Stage ,2020
Amica,Bangalore,Finance,2000000.0,Series Stage ,2020
Vedantu,Bangalore,Education,12500000.0,Series Stage ,2020
Fingerlix,Bangalore,Consumer Services,1834000.0,Series Stage ,2020
Plop,Mumbai,Business Services,3000000.0,Later Stage ,2020
Zupee,Bangalore,Entertainment,8000000.0,Series Stage ,2020
DeHaat,Bangalore,Technology,12000000.0,Series Stage ,2020
Aye Finance,Gurugram,Finance,23850000.0,Series Stage ,2020
Swiggy,Bangalore,Consumer Services,43000000.0,Series Stage ,2020
Akna Medical,Bangalore,Healthcare,7000000.0,Series Stage ,2020
Zomato,Gurugram,Consumer Services,5000000.0,Series Stage ,2020
RaRa Delivery,Bangalore,Transport,800000.0,Seed Stage ,2020
JusPay,Bangalore,Finance,21600000.0,Series Stage ,2020
Obviously AI,Bangalore,Business Services,3000000.0,Series Stage ,2020
Fingpay,Mumbai,Finance,3500000.0,Series Stage ,2020
Recko,Bangalore,Technology,6000000.0,Series Stage ,2020
Furlenco,Bangalore,Business Services,10000000.0,Series Stage ,2020
Mera Cashier,Noida,Finance,150000.0,Series Stage ,2020
Kitchens Centre,Delhi,Finance,500000.0,Seed Stage ,2020
Camp K12,Gurugram,Education,4000000.0,Seed Stage ,2020
MedGenome,Bangalore,Healthcare,55000000.0,Series Stage ,2020
Ergos,Bangalore,Technology,4598000.0,Series Stage ,2020
Nykaa,Mumbai,Business Services,13137000.0,Series Stage ,2020
Samadhan,Delhi,Finance,3000000.0,Seed Stage ,2020
SaScan,Bangalore,Healthcare,3000000.0,Series Stage ,2020
Lido Learning,Mumbai,Education,3000000.0,Series Stage ,2020
CureFit,Bangalore,Technology,115000000.0,Series Stage ,2020
Nimesa,Bangalore,Technology,3000000.0,Series Stage ,2020
Design X,Noida,Technology,200000.0,Seed Stage ,2020
Driftly Electric,Bangalore,Technology,3000000.0,Series Stage ,2020
Imstrong,Bangalore,Technology,400000.0,Seed Stage ,2020
Craftsvilla,Mumbai,E-Commerce,3900000.0,Series Stage ,2020
Rupifi,Bangalore,Finance,3000000.0,Others Stage ,2020
SnackAmor,Mumbai,Consumer Services,3000000.0,Seed Stage ,2020
Zealthy,Bangalore,Healthcare,3000000.0,Seed Stage ,2020
CoinDCX,Bangalore,Finance,3000000.0,Series Stage ,2020
NuNu TV,Bangalore,Entertainment,670000.0,Series Stage ,2020
QTalk,Bangalore,Technology,1600000.0,Seed Stage ,2020
Shadez,Mumbai,Business Services,100000.0,Seed Stage ,2020
Excess2Sell,Mumbai,Business Services,1000000.0,Series Stage ,2020
Stanplus,Hyderabad,Healthcare,1500000.0,Pre Series Stage ,2020
Pitstop,Bangalore,Technology,2500000.0,Series Stage ,2020
Univariety,Hyderabad,Education,1100000.0,Series Stage ,2020
Peel Works,Mumbai,Technology,3000000.0,Series Stage ,2020
CoreStack,Chennai,Technology,8500000.0,Series Stage ,2020
Vivriti Capital,Chennai,Finance,50000000.0,Series Stage ,2020
Agnikul,Chennai,Technology,3148000.0,Pre Series Stage ,2020
Fintso,Bangalore,Finance,2600000.0,Series Stage ,2020
Khatabook,Bangalore,Finance,3000000.0,Series Stage ,2020
Smart Coin,Bangalore,Finance,7000000.0,Series Stage ,2020
ZunRoof,Gurugram,Industrial,3000000.0,Series Stage ,2020
Shop101,Bangalore,E-Commerce,3900000.0,Series Stage ,2020
OM Bhakti,Bangalore,Business Services,3000000.0,Seed Stage ,2020
Lal10,Uttar Pradesh,Business Services,1100000.0,Series Stage ,2020
Anaxee Digital Runner,Indore,Business Services,3000000.0,Series Stage ,2020
CollegeKhabri,Bhopal,Education,3000000.0,Series Stage ,2020
Ola Electric,Bangalore,Technology,1000000.0,Series Stage ,2020
Multi Living,Mumbai,Business Services,6000000.0,Series Stage ,2020
FamPay,Bangalore,Finance,4700000.0,Seed Stage ,2020
UnboxRobotics Labs,Bangalore,Business Services,500000.0,Seed Stage ,2020
Karbon Card,Bangalore,Finance,2000000.0,Seed Stage ,2020
Airmeet,Bangalore,Entertainment,3000000.0,Series Stage ,2020
Innerchef,Gurgaon,Consumer Services,1000000.0,Series Stage ,2020
Epigamia,Mumbai,Business Services,3000000.0,Series Stage ,2020
StyleNook,Mumbai,Business Services,3000000.0,Series Stage ,2020
Callido Learning,Mumbai,Education,3000000.0,Series Stage ,2020
Soxytoes,Delhi,Business Services,3000000.0,Series Stage ,2020
F5,Delhi,Business Services,3000000.0,Seed Stage ,2020
Paper Boat,Bangalore,Consumer Services,4049500.0,Series Stage ,2020
Strata,Bangalore,Technology,1500000.0,Seed Stage ,2020
Salesken,Bangalore,Technology,8000000.0,Series Stage ,2020
Arya,Noida,Technology,6000000.0,Series Stage ,2020
Leap Finance,Bangalore,Finance,5500000.0,Series Stage ,2020
Sleepy Owl,Delhi,Consumer Services,3000000.0,Series Stage ,2020
Tricog,Bangalore,Healthcare,10500000.0,Series Stage ,2020
GogoBus,Delhi,Consumer Services,3000000.0,Series Stage ,2020
Trell,Bangalore,E-Commerce,4000000.0,Pre Series Stage ,2020
Spaciya Consultants,Noida,Business Services,500000.0,Pre Series Stage ,2020
Bounce,Bangalore,Transport,6500000.0,Series Stage ,2020
Neeman,Bangalore,Business Services,1000000.0,Pre Series Stage ,2020
Chqbook,Gurugram,Finance,5000000.0,Series Stage ,2020
SMEcorner,Mumbai,Finance,30000000.0,Series Stage ,2020
Oda Class,Bangalore,Education,3000000.0,Pre Series Stage ,2020
Spinny,Haryana,Technology,43700000.0,Series Stage ,2020
goStops,Delhi,Business Services,3000000.0,Series Stage ,2020
Umeed Housing,Haryana,Finance,23000000.0,Series Stage ,2020
Vogo,Bangalore,Transport,20000000.0,Series Stage ,2020
Flick Stree,Mumbai,Technology,3000000.0,Series Stage ,2020
Qure ai,Mumbai,Healthcare,16000000.0,Series Stage ,2020
MinionLabs,Bangalore,Business Services,3000000.0,Series Stage ,2020
Josh Talks,Haryana,Entertainment,1500000.0,Pre Series Stage ,2020
PhoneParLoan,Delhi,Finance,3000000.0,Series Stage ,2020
RailYatri,Noida,Consumer Services,13800000.0,Series Stage ,2020
AjnaLens,Thane,Technology,1500000.0,Pre Series Stage ,2020
Pepper,Mumbai,Business Services,306900.0,Seed Stage ,2020
Rupeek,Bangalore,Finance,30000000.0,Series Stage ,2020
iMerit,Kolkata,Technology,20000000.0,Series Stage ,2020
BharatPe,Delhi,Finance,75000000.0,Series Stage ,2020
Invideo,Bangalore,Entertainment,2500000.0,Series Stage ,2020
AvalonMeta,Bangalore,Education,420000.0,Series Stage ,2020
Near Store,Mumbai,Business Services,300000.0,Seed Stage ,2020
ElecTorq,Delhi,Technology,3000000.0,Series Stage ,2020
Prayaan Capital,Chennai,Finance,1200000.0,Seed Stage ,2020
Sanfe,Delhi,Business Services,1100000.0,Pre Series Stage ,2020
Go Desi,Delhi,Consumer Services,627300.0,Seed Stage ,2020
Swiggy,Bangalore,Consumer Services,113000000.0,Series Stage ,2020
Whatfix,Bangalore,Technology,32000000.0,Series Stage ,2020
Unacademy,Bangalore,Education,110000000.0,Series Stage ,2020
Zvesta,Gurugram,Technology,5500000.0,Series Stage ,2020
Dunzo,Bangalore,Transport,11000000.0,Series Stage ,2020
Digit Insurance,Bangalore,Business Services,340000.0,Series Stage ,2020
Yolo,Gurugram,Transport,600000.0,Seed Stage ,2020
SmartVizX,Bangalore,Technology,1397000.0,Pre Series Stage ,2020
MaxWholesale,Delhi,Business Services,3000000.0,Series Stage ,2020
Carbon Clean,Bangalore,Industrial,16000000.0,Series Stage ,2020
Onsitego,Bangalore,Business Services,19000000.0,Series Stage ,2020
Genius Corner,Noida,Education,250000.0,Series Stage ,2020
PlanetSpark,Gurugram,Education,448500.0,Series Stage ,2020
CamCom,Bangalore,Technology,3000000.0,Series Stage ,2020
Simsim,Bangalore,Business Services,8000000.0,Series Stage ,2020
Shuttl,Delhi,Transport,7975700.0,Series Stage ,2020
HooLiv,Delhi,Consumer Services,3000000.0,Series Stage ,2020
ClassMonitor,Indore,Education,3000000.0,Series Stage ,2020
Friyey,Pune,Business Services,3000000.0,Series Stage ,2020
Oga,Bangalore,Technology,330000.0,Series Stage ,2020
Big Basket,Bangalore,Business Services,3500000.0,Series Stage ,2020
CYFIRMA,Bangalore,Technology,3000000.0,Series Stage ,2020
Innoviti,Bangalore,Finance,5000000.0,Series Stage ,2020
Paytm money,Bangalore,Finance,5600000.0,Series Stage ,2020
Vedantu,Bangalore,Education,24000000.0,Series Stage ,2020
Yap,Chennai,Finance,1402000.0,Series Stage ,2020
Clover,Bangalore,Technology,5500000.0,Series Stage ,2020
Nova Credit,Bangalore,Finance,50000000.0,Series Stage ,2020
CodingNinjas,Delhi,Education,5200000.0,Series Stage ,2020
Furlenco,Bangalore,Business Services,2200000.0,Series Stage ,2020
Brick&Bolt,Bangalore,Finance,1500000.0,Pre Series Stage ,2020
HempStreet,Bangalore,Healthcare,1000000.0,Pre Series Stage ,2020
MoEngage,Bangalore,Marketing,25000000.0,Series Stage ,2020
Classplus,Bangalore,Education,2500000.0,Pre Series Stage ,2020
Chaayos,Bangalore,Consumer Services,21500000.0,Series Stage ,2020
PetPooja,Ahmedabad,Technology,2000000.0,Series Stage ,2020
Altor,Bangalore,Business Services,3000000.0,Series Stage ,2020
Pepperfry,Mumbai,Business Services,40000000.0,Series Stage ,2020
FirstCry,Pune,Business Services,296000000.0,Series Stage ,2020
Byju,Bangalore,Education,200000000.0,Series Stage ,2020
Waycool,Chennai,Technology,32000000.0,Series Stage ,2020
WorkIndia,Bangalore,Human Resources,6000000.0,Series Stage ,2020
Qyuki,Mumbai,Entertainment,3500000.0,Series Stage ,2020
Leap India,Coimbatore,Technology,30000000.0,Series Stage ,2020
Picxy,Hyderabad,Entertainment,250000.0,Series Stage ,2020
Krimanshi,Jodhpur,Technology,20000.0,Series Stage ,2020
NEETprep,Delhi,Education,3000000.0,Series Stage ,2020
Dot Pvt. Ltd,Gurugram,Finance,8000000.0,Seed Stage ,2020
Kuku FM,Mumbai,Entertainment,5500000.0,Series Stage ,2020
SuperMoney,Mumbai,Finance,1000000.0,Pre Series Stage ,2020
Rebel Foods,Bangalore,Consumer Services,4900000.0,Series Stage ,2020
AlphaVector,Bangalore,Technology,3000000.0,Series Stage ,2020
Fox Capital,Jaipur,Finance,2500000.0,Series Stage ,2020
Tribe Theory,Bangalore,Business Services,3500000.0,Series Stage ,2020
Fleetx,Bangalore,Technology,1402400.0,Series Stage ,2020
Embibe,Mumbai,Education,12618300.0,Series Stage ,2020
Entri,Kochi,Education,1400000.0,Seed Stage ,2020
Oye! Rickshaw,Bangalore,Technology,10000000.0,Series Stage ,2020
Seal Professional,Bangalore,Education,3000000.0,Pre Series Stage ,2020
Sprinng Foods,Mumbai,Consumer Services,3000000.0,Series Stage ,2020
1MG,Gurugram,Healthcare,9900000.0,Series Stage ,2020
Aagey,Bangalore,Finance,3000000.0,Series Stage ,2020
Doubtnut,Gurugram,Education,15000000.0,Series Stage ,2020
AdonMo,Bangalore,Business Services,3000000.0,Series Stage ,2020
RACEnergy,Bangalore,Technology,3000000.0,Seed Stage ,2020
BharatPe,Delhi,Finance,100000000.0,Series Stage ,2020
Kisan Network,Gurugram,Technology,3000000.0,Seed Stage ,2020
Vogo,Bangalore,Transport,35000000.0,Series Stage ,2020
Unotech,Mumbai,Technology,2000000.0,Series Stage ,2020
Zetwerk,Bangalore,E-Commerce,2200000.0,Series Stage ,2020
CureSkin,Bangalore,Healthcare,500000.0,Series Stage ,2020
WizKlub,Bangalore,Education,982530.0,Seed Stage ,2020
Interviewbit,Pune,Education,200000000.0,Series Stage ,2020
MoneyTap,Bangalore,Finance,70185200.0,Series Stage ,2020
Uniplatform Tech,Delhi,Technology,3000000.0,Series Stage ,2020
INdwealth,Gurugram,Finance,12000000.0,Series Stage ,2020
Bizongo,Mumbai,E-Commerce,30000000.0,Series Stage ,2020
AppsFlyer,Bangalore,Technology,210000000.0,Series Stage ,2020
Digit Insurance,Bangalore,Business Services,84000000.0,Series Stage ,2020
Livspace,Bangalore,Business Services,60000000.0,Series Stage ,2020
GetVantage,Mumbai,Finance,3000000.0,Seed Stage ,2020
Konfinity,Noida,Education,3000000.0,Series Stage ,2020
Instoried,Delhi,Technology,3000000.0,Series Stage ,2020
Nupay,Haryana,Finance,3000000.0,Series Stage ,2020
LogiNext,Bangalore,Transport,39000000.0,Series Stage ,2020
Samosa Singh,Bangalore,Consumer Services,2700000.0,Series Stage ,2020
Crysta,Delhi,Healthcare,1403400.0,Pre Series Stage ,2020
Eupheus Learning,New Delhi,Education,4300000.0,Series Stage ,2020
Bounce,Bangalore,Transport,105000000.0,Series Stage ,2020
Park+,Bangalore,Business Services,11000000.0,Series Stage ,2020
Goodmylk,Bangalore,Technology,400000.0,Seed Stage ,2020
SmartKarrot,Bangalore,Technology,1000000.0,Series Stage ,2020
Skylo,Bangalore,Technology,103000000.0,Series Stage ,2020
Tea Trunk,Goa,Consumer Services,220000.0,Series Stage ,2020
Zoomcar,Bangalore,Transport,30000000.0,Series Stage ,2020
Mera Cashier,Noida,Finance,250000.0,Seed Stage ,2020
Samya AI,Bangalore,Technology,6000000.0,Seed Stage ,2020
Kristal AI,Bangalore,Technology,6000000.0,Series Stage ,2020
Invento Robotics,Bangalore,Technology,281300.0,Seed Stage ,2020
Zimyo,Gurugram,Human Resources,3000000.0,Series Stage ,2020
Sabse Sasta Dukaan,Kolkata,Business Services,3000000.0,Series Stage ,2020
Fitphilia,Mumbai,Healthcare,3000000.0,Series Stage ,2020
Medicus,Mumbai,Healthcare,12700.0,Series Stage ,2020
Monech,Mumbai,Finance,12700.0,Seed Stage ,2020
Teach Us,Bangalore,Education,12700.0,Seed Stage ,2020
Dealberg,Bangalore,E-Commerce,3000000.0,Series Stage ,2020
Phenom People,Bangalore,Human Resources,30000000.0,Series Stage ,2020
Extra Edge,Pune,Education,700000.0,Pre Series Stage ,2020
Capital Quotient,Bangalore,Finance,600000.0,Series Stage ,2020
Karfa,Delhi,Business Services,25000.0,Seed Stage ,2020
Gamerji,Bangalore,Entertainment,400000.0,Series Stage ,2020
Bounce,Bangalore,Transport,97500000.0,Series Stage ,2020
Zinier,Bangalore,Business Services,90000000.0,Series Stage ,2020
ProEves,Delhi,Business Services,507000.0,Seed Stage ,2020
Toddle,Bengaluru,Finance,3000000.0,Series Stage ,2020
Aesthetic Nutrition,Bangalore,Consumer Services,3000000.0,Pre Series Stage ,2020
Ninjacart,Bangalore,Technology,10000000.0,Series Stage ,2020
TechnifyBiz,Bangalore,Technology,2000000.0,Seed Stage ,2020
Wysh,Hyderabad,Business Services,2000000.0,Series Stage ,2020
Keito,Pune,Technology,160000.0,Seed Stage ,2020
Klub,Bangalore,Finance,2000000.0,Others Stage ,2020
Aadhar,Mumbai,Business Services,3000000.0,Seed Stage ,2020
IncubateHub,Bengaluru,Business Services,3000000.0,Series Stage ,2020
Rage Coffee,Delhi,Business Services,3000000.0,Series Stage ,2020
Skilancer,Noida,Technology,3000000.0,Series Stage ,2020
Harappa Education,New Delhi,Education,3000000.0,Series Stage ,2020
